/gps/hist/point 0	0
/gps/hist/point 0.005	580107
/gps/hist/point 0.015	229024
/gps/hist/point 0.025	147200
/gps/hist/point 0.035	96030
/gps/hist/point 0.045	97661
/gps/hist/point 0.055	74097
/gps/hist/point 0.065	75367
/gps/hist/point 0.075	66951
/gps/hist/point 0.085	39476
/gps/hist/point 0.095	48398
/gps/hist/point 0.105	55579
/gps/hist/point 0.115	54006
/gps/hist/point 0.125	56861
/gps/hist/point 0.135	51409
/gps/hist/point 0.145	40797
/gps/hist/point 0.155	38593
/gps/hist/point 0.165	38100
/gps/hist/point 0.175	29122
/gps/hist/point 0.185	21676
/gps/hist/point 0.195	21292
/gps/hist/point 0.205	21330
/gps/hist/point 0.215	22152
/gps/hist/point 0.225	23535
/gps/hist/point 0.235	23939
/gps/hist/point 0.245	23048
/gps/hist/point 0.255	23470
/gps/hist/point 0.265	24239
/gps/hist/point 0.275	23796
/gps/hist/point 0.285	21350
/gps/hist/point 0.295	20802
/gps/hist/point 0.305	21482
/gps/hist/point 0.315	20787
/gps/hist/point 0.325	20028
/gps/hist/point 0.335	19455
/gps/hist/point 0.345	18982
/gps/hist/point 0.355	16777
/gps/hist/point 0.365	13844
/gps/hist/point 0.375	13384
/gps/hist/point 0.385	13382
/gps/hist/point 0.395	12492
/gps/hist/point 0.405	11872
/gps/hist/point 0.415	10086
/gps/hist/point 0.425	8402
/gps/hist/point 0.435	7575
/gps/hist/point 0.445	8875
/gps/hist/point 0.455	11819
/gps/hist/point 0.465	15210
/gps/hist/point 0.475	17620
/gps/hist/point 0.485	20262
/gps/hist/point 0.495	20810
/gps/hist/point 0.505	21521
/gps/hist/point 0.515	22000
/gps/hist/point 0.525	21374
/gps/hist/point 0.535	21343
/gps/hist/point 0.545	23095
/gps/hist/point 0.555	22700
/gps/hist/point 0.565	16631
/gps/hist/point 0.575	19505
/gps/hist/point 0.585	22013
/gps/hist/point 0.595	21425
/gps/hist/point 0.605	22301
/gps/hist/point 0.615	22205
/gps/hist/point 0.625	21910
/gps/hist/point 0.635	21709
/gps/hist/point 0.645	20438
/gps/hist/point 0.655	20004
/gps/hist/point 0.665	20316
/gps/hist/point 0.675	19736
/gps/hist/point 0.685	19842
/gps/hist/point 0.695	19825
/gps/hist/point 0.705	19343
/gps/hist/point 0.715	18891
/gps/hist/point 0.725	17984
/gps/hist/point 0.735	18014
/gps/hist/point 0.745	17780
/gps/hist/point 0.755	17558
/gps/hist/point 0.765	18194
/gps/hist/point 0.775	17469
/gps/hist/point 0.785	16675
/gps/hist/point 0.795	16058
/gps/hist/point 0.805	14050
/gps/hist/point 0.815	12021
/gps/hist/point 0.825	12188
/gps/hist/point 0.835	12471
/gps/hist/point 0.845	11742
/gps/hist/point 0.855	11384
/gps/hist/point 0.865	11124
/gps/hist/point 0.875	10706
/gps/hist/point 0.885	10026
/gps/hist/point 0.895	9850
/gps/hist/point 0.905	9077
/gps/hist/point 0.915	7465
/gps/hist/point 0.925	7634
/gps/hist/point 0.935	6863
/gps/hist/point 0.945	6597
/gps/hist/point 0.955	6166
/gps/hist/point 0.965	5515
/gps/hist/point 0.975	5173
/gps/hist/point 0.985	4818
/gps/hist/point 0.995	4842
/gps/hist/point 1.005	4996
/gps/hist/point 1.015	5111
/gps/hist/point 1.025	5683
/gps/hist/point 1.035	6191
/gps/hist/point 1.045	6386
/gps/hist/point 1.055	7336
/gps/hist/point 1.065	7933
/gps/hist/point 1.075	8486
/gps/hist/point 1.085	9091
/gps/hist/point 1.095	9076
/gps/hist/point 1.105	9566
/gps/hist/point 1.115	10074
/gps/hist/point 1.125	10395
/gps/hist/point 1.135	10462
/gps/hist/point 1.145	10961
/gps/hist/point 1.155	11190
/gps/hist/point 1.165	10433
/gps/hist/point 1.175	11067
/gps/hist/point 1.185	11730
/gps/hist/point 1.195	11699
/gps/hist/point 1.205	9871
/gps/hist/point 1.215	10197
/gps/hist/point 1.225	10513
/gps/hist/point 1.235	10887
/gps/hist/point 1.245	11487
/gps/hist/point 1.255	11177
/gps/hist/point 1.265	9324
/gps/hist/point 1.275	9461
/gps/hist/point 1.285	8484
/gps/hist/point 1.295	6888
/gps/hist/point 1.305	6036
/gps/hist/point 1.315	5637
/gps/hist/point 1.325	6230
/gps/hist/point 1.335	7338
/gps/hist/point 1.345	8651
/gps/hist/point 1.355	9470
/gps/hist/point 1.365	9999
/gps/hist/point 1.375	10299
/gps/hist/point 1.385	10280
/gps/hist/point 1.395	10629
/gps/hist/point 1.405	9932
/gps/hist/point 1.415	9453
/gps/hist/point 1.425	10388
/gps/hist/point 1.435	9981
/gps/hist/point 1.445	9951
/gps/hist/point 1.455	10164
/gps/hist/point 1.465	9934
/gps/hist/point 1.475	9300
/gps/hist/point 1.485	9198
/gps/hist/point 1.495	9565
/gps/hist/point 1.505	9576
/gps/hist/point 1.515	9454
/gps/hist/point 1.525	8445
/gps/hist/point 1.535	8562
/gps/hist/point 1.545	8550
/gps/hist/point 1.555	8974
/gps/hist/point 1.565	9031
/gps/hist/point 1.575	8864
/gps/hist/point 1.585	8568
/gps/hist/point 1.595	6951
/gps/hist/point 1.605	7018
/gps/hist/point 1.615	7330
/gps/hist/point 1.625	7273
/gps/hist/point 1.635	6448
/gps/hist/point 1.645	6001
/gps/hist/point 1.655	4918
/gps/hist/point 1.665	7023
/gps/hist/point 1.675	7809
/gps/hist/point 1.685	8305
/gps/hist/point 1.695	8243
/gps/hist/point 1.705	8159
/gps/hist/point 1.715	8423
/gps/hist/point 1.725	8555
/gps/hist/point 1.735	8235
/gps/hist/point 1.745	8278
/gps/hist/point 1.755	8148
/gps/hist/point 1.765	8484
/gps/hist/point 1.775	8929
/gps/hist/point 1.785	8967
/gps/hist/point 1.795	9335
/gps/hist/point 1.805	8914
/gps/hist/point 1.815	9485
/gps/hist/point 1.825	8361
/gps/hist/point 1.835	4957
/gps/hist/point 1.845	5454
/gps/hist/point 1.855	5044
/gps/hist/point 1.865	5497
/gps/hist/point 1.875	5824
/gps/hist/point 1.885	5566
/gps/hist/point 1.895	5433
/gps/hist/point 1.905	5037
/gps/hist/point 1.915	5169
/gps/hist/point 1.925	5195
/gps/hist/point 1.935	5555
/gps/hist/point 1.945	6043
/gps/hist/point 1.955	6091
/gps/hist/point 1.965	6005
/gps/hist/point 1.975	5837
/gps/hist/point 1.985	6394
/gps/hist/point 1.995	6567
/gps/hist/point 2.005	6900
/gps/hist/point 2.015	6843
/gps/hist/point 2.025	6935
/gps/hist/point 2.035	7176
/gps/hist/point 2.045	7212
/gps/hist/point 2.055	6950
/gps/hist/point 2.065	7180
/gps/hist/point 2.075	7320
/gps/hist/point 2.085	6375
/gps/hist/point 2.095	5749
/gps/hist/point 2.105	6060
/gps/hist/point 2.115	5698
/gps/hist/point 2.125	6513
/gps/hist/point 2.135	6859
/gps/hist/point 2.145	6842
/gps/hist/point 2.155	6885
/gps/hist/point 2.165	6825
/gps/hist/point 2.175	6579
/gps/hist/point 2.185	6811
/gps/hist/point 2.195	7083
/gps/hist/point 2.205	7127
/gps/hist/point 2.215	7209
/gps/hist/point 2.225	6526
/gps/hist/point 2.235	7195
/gps/hist/point 2.245	7532
/gps/hist/point 2.255	7831
/gps/hist/point 2.265	8267
/gps/hist/point 2.275	7704
/gps/hist/point 2.285	7246
/gps/hist/point 2.295	7471
/gps/hist/point 2.305	8433
/gps/hist/point 2.315	9206
/gps/hist/point 2.325	10619
/gps/hist/point 2.335	10929
/gps/hist/point 2.345	10933
/gps/hist/point 2.355	10581
/gps/hist/point 2.365	10811
/gps/hist/point 2.375	8554
/gps/hist/point 2.385	8995
/gps/hist/point 2.395	8811
/gps/hist/point 2.405	7952
/gps/hist/point 2.415	7668
/gps/hist/point 2.425	7350
/gps/hist/point 2.435	7624
/gps/hist/point 2.445	7272
/gps/hist/point 2.455	6173
/gps/hist/point 2.465	5938
/gps/hist/point 2.475	6036
/gps/hist/point 2.485	5523
/gps/hist/point 2.495	4895
/gps/hist/point 2.505	5014
/gps/hist/point 2.515	5277
/gps/hist/point 2.525	5260
/gps/hist/point 2.535	5296
/gps/hist/point 2.545	5129
/gps/hist/point 2.555	5264
/gps/hist/point 2.565	5067
/gps/hist/point 2.575	4948
/gps/hist/point 2.585	4886
/gps/hist/point 2.595	4936
/gps/hist/point 2.605	4890
/gps/hist/point 2.615	5020
/gps/hist/point 2.625	5063
/gps/hist/point 2.635	4881
/gps/hist/point 2.645	4935
/gps/hist/point 2.655	4784
/gps/hist/point 2.665	4518
/gps/hist/point 2.675	4707
/gps/hist/point 2.685	4889
/gps/hist/point 2.695	4657
/gps/hist/point 2.705	4451
/gps/hist/point 2.715	4631
/gps/hist/point 2.725	4630
/gps/hist/point 2.735	4524
/gps/hist/point 2.745	4509
/gps/hist/point 2.755	4321
/gps/hist/point 2.765	4421
/gps/hist/point 2.775	3950
/gps/hist/point 2.785	3754
/gps/hist/point 2.795	3842
/gps/hist/point 2.805	3800
/gps/hist/point 2.815	3869
/gps/hist/point 2.825	3678
/gps/hist/point 2.835	3763
/gps/hist/point 2.845	3550
/gps/hist/point 2.855	3273
/gps/hist/point 2.865	3211
/gps/hist/point 2.875	3388
/gps/hist/point 2.885	3297
/gps/hist/point 2.895	3751
/gps/hist/point 2.905	3608
/gps/hist/point 2.915	3569
/gps/hist/point 2.925	3623
/gps/hist/point 2.935	3242
/gps/hist/point 2.945	3202
/gps/hist/point 2.955	3464
/gps/hist/point 2.965	3530
/gps/hist/point 2.975	3600
/gps/hist/point 2.985	3569
/gps/hist/point 2.995	3413
/gps/hist/point 3.005	2957
/gps/hist/point 3.015	2987
/gps/hist/point 3.025	3122
/gps/hist/point 3.035	3169
/gps/hist/point 3.045	3130
/gps/hist/point 3.055	3154
/gps/hist/point 3.065	3003
/gps/hist/point 3.075	3313
/gps/hist/point 3.085	3213
/gps/hist/point 3.095	3081
/gps/hist/point 3.105	2800
/gps/hist/point 3.115	2747
/gps/hist/point 3.125	2755
/gps/hist/point 3.135	2664
/gps/hist/point 3.145	2376
/gps/hist/point 3.155	2517
/gps/hist/point 3.165	2581
/gps/hist/point 3.175	2446
/gps/hist/point 3.185	2349
/gps/hist/point 3.195	2255
/gps/hist/point 3.205	2226
/gps/hist/point 3.215	1866
/gps/hist/point 3.225	2074
/gps/hist/point 3.235	1795
/gps/hist/point 3.245	1775
/gps/hist/point 3.255	1810
/gps/hist/point 3.265	1777
/gps/hist/point 3.275	1672
/gps/hist/point 3.285	1644
/gps/hist/point 3.295	1622
/gps/hist/point 3.305	1712
/gps/hist/point 3.315	1645
/gps/hist/point 3.325	1597
/gps/hist/point 3.335	1524
/gps/hist/point 3.345	1544
/gps/hist/point 3.355	1479
/gps/hist/point 3.365	1419
/gps/hist/point 3.375	1380
/gps/hist/point 3.385	1433
/gps/hist/point 3.395	1422
/gps/hist/point 3.405	1431
/gps/hist/point 3.415	1425
/gps/hist/point 3.425	1453
/gps/hist/point 3.435	1299
/gps/hist/point 3.445	1249
/gps/hist/point 3.455	1326
/gps/hist/point 3.465	1350
/gps/hist/point 3.475	1285
/gps/hist/point 3.485	1331
/gps/hist/point 3.495	1351
/gps/hist/point 3.505	1242
/gps/hist/point 3.515	1258
/gps/hist/point 3.525	1292
/gps/hist/point 3.535	1235
/gps/hist/point 3.545	1192
/gps/hist/point 3.555	1164
/gps/hist/point 3.565	1187
/gps/hist/point 3.575	1206
/gps/hist/point 3.585	1294
/gps/hist/point 3.595	1136
/gps/hist/point 3.605	1147
/gps/hist/point 3.615	1230
/gps/hist/point 3.625	1215
/gps/hist/point 3.635	1173
/gps/hist/point 3.645	1135
/gps/hist/point 3.655	1162
/gps/hist/point 3.665	1157
/gps/hist/point 3.675	1143
/gps/hist/point 3.685	1151
/gps/hist/point 3.695	1139
/gps/hist/point 3.705	976
/gps/hist/point 3.715	1051
/gps/hist/point 3.725	1122
/gps/hist/point 3.735	1017
/gps/hist/point 3.745	1040
/gps/hist/point 3.755	858
/gps/hist/point 3.765	614
/gps/hist/point 3.775	763
/gps/hist/point 3.785	827
/gps/hist/point 3.805	1017
/gps/hist/point 3.815	1046
/gps/hist/point 3.825	1011
/gps/hist/point 3.835	1082
/gps/hist/point 3.845	1039
/gps/hist/point 3.855	1152
/gps/hist/point 3.865	1090
/gps/hist/point 3.875	1050
/gps/hist/point 3.885	1070
/gps/hist/point 3.895	1139
/gps/hist/point 3.905	1054
/gps/hist/point 3.915	1036
/gps/hist/point 3.925	965
/gps/hist/point 3.935	997
/gps/hist/point 3.945	1009
/gps/hist/point 3.955	948
/gps/hist/point 3.965	986
/gps/hist/point 3.975	988
/gps/hist/point 3.985	995
/gps/hist/point 3.995	1041
/gps/hist/point 4.005	960
/gps/hist/point 4.015	1074
/gps/hist/point 4.025	1031
/gps/hist/point 4.035	1050
/gps/hist/point 4.045	1044
/gps/hist/point 4.055	1135
/gps/hist/point 4.065	1122
/gps/hist/point 4.075	1085
/gps/hist/point 4.085	1163
/gps/hist/point 4.095	1202
/gps/hist/point 4.105	1142
/gps/hist/point 4.115	1132
/gps/hist/point 4.125	1090
/gps/hist/point 4.135	1076
/gps/hist/point 4.145	1007
/gps/hist/point 4.155	995
/gps/hist/point 4.165	873
/gps/hist/point 4.175	826
/gps/hist/point 4.185	810
/gps/hist/point 4.195	808
/gps/hist/point 4.205	715
/gps/hist/point 4.215	718
/gps/hist/point 4.225	771
/gps/hist/point 4.235	766
/gps/hist/point 4.245	838
/gps/hist/point 4.255	756
/gps/hist/point 4.265	812
/gps/hist/point 4.275	816
/gps/hist/point 4.285	857
/gps/hist/point 4.295	778
/gps/hist/point 4.305	610
/gps/hist/point 4.315	601
/gps/hist/point 4.325	545
/gps/hist/point 4.335	534
/gps/hist/point 4.345	560
